time,tls,cur_phase,main_green,q_main,q_side,rem_before,rem_after,extended
242.0,J2,2,0,10.0,0.0,25.0,25.0,0
242.0,J3,2,0,11.0,0.0,25.0,25.0,0
242.5,J1,2,0,7.0,0.0,24.5,24.5,0
242.5,J2,2,0,10.0,0.0,24.5,24.5,0
242.5,J3,2,0,12.0,0.0,24.5,24.5,0
243.0,J1,2,0,6.0,0.0,24.0,24.0,0
243.0,J2,2,0,10.0,0.0,24.0,24.0,0
243.0,J3,2,0,12.0,0.0,24.0,24.0,0
243.5,J1,2,0,6.0,1.0,23.5,23.5,0
243.5,J2,2,0,11.0,0.0,23.5,23.5,0
243.5,J3,2,0,13.0,0.0,23.5,23.5,0
244.0,J1,2,0,7.0,0.0,23.0,23.0,0
244.0,J2,2,0,11.0,0.0,23.0,23.0,0
244.0,J3,2,0,13.0,0.0,23.0,23.0,0
244.5,J1,2,0,7.0,0.0,22.5,22.5,0
244.5,J2,2,0,12.0,0.0,22.5,22.5,0
244.5,J3,2,0,14.0,0.0,22.5,22.5,0
245.0,J1,2,0,8.0,0.0,22.0,22.0,0
245.0,J2,2,0,12.0,0.0,22.0,22.0,0
245.0,J3,2,0,15.0,0.0,22.0,22.0,0
245.5,J1,2,0,7.0,0.0,21.5,21.5,0
245.5,J2,2,0,13.0,0.0,21.5,21.5,0
245.5,J3,2,0,15.0,0.0,21.5,21.5,0
246.0,J1,2,0,7.0,0.0,21.0,21.0,0
246.0,J2,2,0,13.0,0.0,21.0,21.0,0
246.0,J3,2,0,16.0,0.0,21.0,21.0,0
246.5,J1,2,0,7.0,0.0,20.5,20.5,0
246.5,J2,2,0,13.0,0.0,20.5,20.5,0
246.5,J3,2,0,16.0,0.0,20.5,20.5,0
247.0,J1,2,0,8.0,0.0,20.0,20.0,0
247.0,J2,2,0,13.0,0.0,20.0,20.0,0
247.0,J3,2,0,17.0,0.0,20.0,20.0,0
247.5,J1,2,0,9.0,0.0,19.5,19.5,0
247.5,J2,2,0,13.0,0.0,19.5,19.5,0
247.5,J3,2,0,17.0,0.0,19.5,19.5,0
248.0,J1,2,0,8.0,0.0,19.0,19.0,0
248.0,J2,2,0,13.0,1.0,19.0,19.0,0
248.0,J3,2,0,18.0,0.0,19.0,19.0,0
248.5,J1,2,0,9.0,0.0,18.5,18.5,0
248.5,J2,2,0,13.0,0.0,18.5,18.5,0
248.5,J3,2,0,19.0,0.0,18.5,18.5,0
249.0,J1,2,0,9.0,0.0,18.0,18.0,0
249.0,J2,2,0,13.0,0.0,18.0,18.0,0
249.0,J3,2,0,19.0,0.0,18.0,18.0,0
249.5,J1,2,0,9.0,0.0,17.5,17.5,0
249.5,J2,2,0,13.0,0.0,17.5,17.5,0
249.5,J3,2,0,20.0,0.0,17.5,17.5,0
250.0,J1,2,0,10.0,0.0,17.0,17.0,0
250.0,J2,2,0,13.0,0.0,17.0,17.0,0
250.0,J3,2,0,20.0,0.0,17.0,17.0,0
250.5,J1,2,0,9.0,0.0,16.5,16.5,0
250.5,J2,2,0,13.0,0.0,16.5,16.5,0
250.5,J3,2,0,21.0,0.0,16.5,16.5,0
251.0,J1,2,0,9.0,0.0,16.0,16.0,0
251.0,J2,2,0,13.0,0.0,16.0,16.0,0
251.0,J3,2,0,21.0,0.0,16.0,16.0,0
251.5,J1,2,0,9.0,0.0,15.5,15.5,0
251.5,J2,2,0,14.0,0.0,15.5,15.5,0
251.5,J3,2,0,21.0,0.0,15.5,15.5,0
252.0,J1,2,0,10.0,0.0,15.0,15.0,0
252.0,J2,2,0,14.0,0.0,15.0,15.0,0
252.0,J3,2,0,22.0,0.0,15.0,15.0,0
252.5,J1,2,0,11.0,0.0,14.5,14.5,0
252.5,J2,2,0,14.0,0.0,14.5,14.5,0
252.5,J3,2,0,22.0,1.0,14.5,14.5,0
253.0,J1,2,0,10.0,0.0,14.0,14.0,0
253.0,J2,2,0,14.0,0.0,14.0,14.0,0
253.0,J3,2,0,22.0,0.0,14.0,14.0,0
253.5,J1,2,0,10.0,0.0,13.5,13.5,0
253.5,J2,2,0,14.0,0.0,13.5,13.5,0
253.5,J3,2,0,22.0,0.0,13.5,13.5,0
254.0,J1,2,0,10.0,0.0,13.0,13.0,0
254.0,J2,2,0,14.0,0.0,13.0,13.0,0
254.0,J3,2,0,23.0,0.0,13.0,13.0,0
254.5,J1,2,0,10.0,0.0,12.5,12.5,0
254.5,J2,2,0,16.0,0.0,12.5,12.5,0
254.5,J3,2,0,23.0,0.0,12.5,12.5,0
255.0,J1,2,0,11.0,0.0,12.0,12.0,0
255.0,J2,2,0,16.0,0.0,12.0,12.0,0
255.0,J3,2,0,24.0,0.0,12.0,12.0,0
255.5,J1,2,0,13.0,0.0,11.5,11.5,0
255.5,J2,2,0,16.0,0.0,11.5,11.5,0
255.5,J3,2,0,24.0,0.0,11.5,11.5,0
256.0,J1,2,0,12.0,0.0,11.0,11.0,0
256.0,J2,2,0,16.0,0.0,11.0,11.0,0
256.0,J3,2,0,24.0,0.0,11.0,11.0,0
256.5,J1,2,0,12.0,0.0,10.5,10.5,0
256.5,J2,2,0,16.0,0.0,10.5,10.5,0
256.5,J3,2,0,25.0,0.0,10.5,10.5,0
257.0,J1,2,0,12.0,1.0,10.0,10.0,0
257.0,J2,2,0,16.0,0.0,10.0,10.0,0
257.0,J3,2,0,25.0,0.0,10.0,10.0,0
257.5,J1,2,0,13.0,0.0,9.5,9.5,0
257.5,J2,2,0,16.0,0.0,9.5,9.5,0
257.5,J3,2,0,25.0,0.0,9.5,9.5,0
258.0,J1,2,0,14.0,0.0,9.0,9.0,0
258.0,J2,2,0,16.0,0.0,9.0,9.0,0
258.0,J3,2,0,25.0,0.0,9.0,9.0,0
258.5,J1,2,0,13.0,0.0,8.5,8.5,0
258.5,J2,2,0,16.0,0.0,8.5,8.5,0
258.5,J3,2,0,25.0,0.0,8.5,8.5,0
259.0,J1,2,0,13.0,0.0,8.0,8.0,0
259.0,J2,2,0,16.0,0.0,8.0,8.0,0
259.0,J3,2,0,25.0,0.0,8.0,8.0,0
259.5,J1,2,0,13.0,0.0,7.5,7.5,0
259.5,J2,2,0,17.0,0.0,7.5,7.5,0
259.5,J3,2,0,25.0,0.0,7.5,7.5,0
260.0,J1,2,0,13.0,0.0,7.0,7.0,0
260.0,J2,2,0,17.0,0.0,7.0,7.0,0
260.0,J3,2,0,25.0,0.0,7.0,7.0,0
260.5,J1,2,0,14.0,0.0,6.5,6.5,0
260.5,J2,2,0,17.0,0.0,6.5,6.5,0
260.5,J3,2,0,25.0,0.0,6.5,6.5,0
261.0,J1,2,0,13.0,0.0,6.0,6.0,0
261.0,J2,2,0,17.0,0.0,6.0,6.0,0
261.0,J3,2,0,25.0,0.0,6.0,6.0,0
261.5,J1,2,0,14.0,0.0,5.5,5.5,0
261.5,J2,2,0,17.0,1.0,5.5,5.5,0
261.5,J3,2,0,26.0,0.0,5.5,5.5,0
262.0,J1,2,0,14.0,0.0,5.0,5.0,0
262.0,J2,2,0,17.0,0.0,5.0,5.0,0
262.0,J3,2,0,26.0,0.0,5.0,5.0,0
262.5,J1,2,0,15.0,0.0,4.5,4.5,0
262.5,J2,2,0,17.0,0.0,4.5,4.5,0
262.5,J3,2,0,26.0,0.0,4.5,4.5,0
263.0,J1,2,0,15.0,0.0,4.0,4.0,0
263.0,J2,2,0,17.0,0.0,4.0,4.0,0
263.0,J3,2,0,26.0,0.0,4.0,4.0,0
263.5,J1,2,0,16.0,0.0,3.5,3.5,0
263.5,J2,2,0,17.0,0.0,3.5,3.5,0
263.5,J3,2,0,26.0,0.0,3.5,3.5,0
264.0,J1,2,0,15.0,0.0,3.0,3.0,0
264.0,J2,2,0,17.0,0.0,3.0,3.0,0
264.0,J3,2,0,26.0,0.0,3.0,3.0,0
264.5,J1,2,0,15.0,0.0,2.5,2.5,0
264.5,J2,2,0,17.0,0.0,2.5,2.5,0
264.5,J3,2,0,26.0,0.0,2.5,2.5,0
265.0,J1,2,0,15.0,0.0,2.0,2.0,0
265.0,J2,2,0,17.0,0.0,2.0,2.0,0
265.0,J3,2,0,26.0,0.0,2.0,2.0,0
265.5,J1,2,0,15.0,0.0,1.5,1.5,0
265.5,J2,2,0,17.0,0.0,1.5,1.5,0
265.5,J3,2,0,26.0,0.0,1.5,1.5,0
266.0,J1,2,0,17.0,0.0,1.0,1.0,0
266.0,J2,2,0,17.0,0.0,1.0,1.0,0
266.0,J3,2,0,26.0,1.0,1.0,1.0,0
266.5,J1,2,0,16.0,0.0,0.5,0.5,0
266.5,J2,2,0,17.0,0.0,0.5,0.5,0
266.5,J3,2,0,26.0,0.0,0.5,0.5,0
267.0,J1,2,0,17.0,0.0,0.0,0.0,0
267.0,J2,2,0,17.0,0.0,0.0,0.0,0
267.0,J3,2,0,26.0,0.0,0.0,0.0,0
267.5,J1,3,0,17.0,0.0,2.5,2.5,0
267.5,J2,3,0,17.0,0.0,2.5,2.5,0
267.5,J3,3,0,26.0,0.0,2.5,2.5,0
268.0,J1,3,0,17.0,0.0,2.0,2.0,0
268.0,J2,3,0,17.0,0.0,2.0,2.0,0
268.0,J3,3,0,27.0,0.0,2.0,2.0,0
268.5,J1,3,0,18.0,0.0,1.5,1.5,0
268.5,J2,3,0,18.0,0.0,1.5,1.5,0
268.5,J3,3,0,27.0,0.0,1.5,1.5,0
269.0,J1,3,0,17.0,0.0,1.0,1.0,0
269.0,J2,3,0,18.0,0.0,1.0,1.0,0
269.0,J3,3,0,27.0,0.0,1.0,1.0,0
269.5,J1,3,0,17.0,0.0,0.5,0.5,0
269.5,J2,3,0,18.0,0.0,0.5,0.5,0
269.5,J3,3,0,27.0,0.0,0.5,0.5,0
270.0,J1,3,0,17.0,0.0,0.0,0.0,0
270.0,J2,3,0,18.0,0.0,0.0,0.0,0
270.0,J3,3,0,27.0,0.0,0.0,0.0,0
270.5,J1,0,0,16.0,2.0,41.5,41.5,0
270.5,J2,0,0,16.0,0.0,41.5,41.5,0
270.5,J3,0,0,25.0,0.0,41.5,41.5,0
271.0,J1,0,0,14.0,1.0,41.0,41.0,0
271.0,J2,0,0,14.0,0.0,41.0,41.0,0
271.0,J3,0,0,23.0,0.0,41.0,41.0,0
271.5,J1,0,0,14.0,1.0,40.5,40.5,0
271.5,J2,0,0,12.0,0.0,40.5,40.5,0
271.5,J3,0,0,21.0,0.0,40.5,40.5,0
272.0,J1,0,0,12.0,1.0,40.0,40.0,0
272.0,J2,0,0,11.0,0.0,40.0,40.0,0
272.0,J3,0,0,21.0,0.0,40.0,40.0,0
272.5,J1,0,0,11.0,1.0,39.5,39.5,0
272.5,J2,0,0,10.0,0.0,39.5,39.5,0
272.5,J3,0,0,19.0,0.0,39.5,39.5,0
273.0,J1,0,0,9.0,1.0,39.0,39.0,0
273.0,J2,0,0,8.0,0.0,39.0,39.0,0
273.0,J3,0,0,17.0,0.0,39.0,39.0,0
273.5,J1,0,0,9.0,1.0,38.5,38.5,0
273.5,J2,0,0,7.0,0.0,38.5,38.5,0
273.5,J3,0,0,17.0,0.0,38.5,38.5,0
274.0,J1,0,0,8.0,1.0,38.0,38.0,0
274.0,J2,0,0,6.0,0.0,38.0,38.0,0
274.0,J3,0,0,15.0,0.0,38.0,38.0,0
274.5,J1,0,0,7.0,1.0,37.5,37.5,0
274.5,J2,0,0,5.0,0.0,37.5,37.5,0
274.5,J3,0,0,14.0,0.0,37.5,37.5,0
275.0,J1,0,0,6.0,1.0,37.0,37.0,0
275.0,J2,0,0,4.0,2.0,37.0,37.0,0
275.0,J3,0,0,13.0,0.0,37.0,37.0,0
275.5,J1,0,0,4.0,1.0,36.5,36.5,0
275.5,J2,0,0,2.0,1.0,36.5,36.5,0
275.5,J3,0,0,11.0,0.0,36.5,36.5,0
276.0,J1,0,0,4.0,1.0,36.0,36.0,0
276.0,J2,0,0,2.0,1.0,36.0,36.0,0
276.0,J3,0,0,11.0,0.0,36.0,36.0,0
276.5,J1,0,0,4.0,1.0,35.5,35.5,0
276.5,J2,0,0,0.0,1.0,35.5,35.5,0
276.5,J3,0,0,9.0,0.0,35.5,35.5,0
277.0,J1,0,0,2.0,1.0,35.0,35.0,0
277.0,J2,0,0,0.0,1.0,35.0,35.0,0
277.0,J3,0,0,8.0,0.0,35.0,35.0,0
277.5,J1,0,0,1.0,1.0,34.5,34.5,0
277.5,J2,0,0,0.0,1.0,34.5,34.5,0
277.5,J3,0,0,7.0,0.0,34.5,34.5,0
278.0,J1,0,0,0.0,1.0,34.0,34.0,0
278.0,J2,0,0,0.0,1.0,34.0,34.0,0
278.0,J3,0,0,5.0,0.0,34.0,34.0,0
278.5,J1,0,0,0.0,1.0,33.5,33.5,0
278.5,J2,0,0,0.0,1.0,33.5,33.5,0
278.5,J3,0,0,5.0,0.0,33.5,33.5,0
279.0,J1,0,0,0.0,1.0,33.0,33.0,0
279.0,J2,0,0,0.0,1.0,33.0,33.0,0
279.0,J3,0,0,3.0,0.0,33.0,33.0,0
279.5,J1,0,0,1.0,1.0,32.5,32.5,0
279.5,J2,0,0,0.0,1.0,32.5,32.5,0
279.5,J3,0,0,3.0,1.0,32.5,32.5,0
280.0,J1,0,0,0.0,1.0,32.0,32.0,0
280.0,J2,0,0,0.0,1.0,32.0,32.0,0
280.0,J3,0,0,2.0,0.0,32.0,32.0,0
280.5,J1,0,0,0.0,1.0,31.5,31.5,0
280.5,J2,0,0,0.0,1.0,31.5,31.5,0
280.5,J3,0,0,1.0,0.0,31.5,31.5,0
281.0,J1,0,0,0.0,1.0,31.0,31.0,0
281.0,J2,0,0,0.0,1.0,31.0,31.0,0
281.0,J3,0,0,0.0,1.0,31.0,31.0,0
281.5,J1,0,0,0.0,1.0,30.5,30.5,0
281.5,J2,0,0,0.0,1.0,30.5,30.5,0
281.5,J3,0,0,0.0,1.0,30.5,30.5,0
282.0,J1,0,0,1.0,1.0,30.0,30.0,0
282.0,J2,0,0,0.0,1.0,30.0,30.0,0
282.0,J3,0,0,0.0,1.0,30.0,30.0,0
282.5,J1,0,0,0.0,1.0,29.5,29.5,0
282.5,J2,0,0,0.0,1.0,29.5,29.5,0
282.5,J3,0,0,0.0,1.0,29.5,29.5,0
283.0,J1,0,0,0.0,1.0,29.0,29.0,0
283.0,J2,0,0,0.0,1.0,29.0,29.0,0
283.0,J3,0,0,0.0,1.0,29.0,29.0,0
283.5,J1,0,0,0.0,1.0,28.5,28.5,0
283.5,J2,0,0,0.0,1.0,28.5,28.5,0
283.5,J3,0,0,0.0,1.0,28.5,28.5,0
284.0,J1,0,0,0.0,2.0,28.0,28.0,0
284.0,J2,0,0,0.0,1.0,28.0,28.0,0
284.0,J3,0,0,0.0,1.0,28.0,28.0,0
284.5,J1,0,0,1.0,1.0,27.5,27.5,0
284.5,J2,0,0,0.0,1.0,27.5,27.5,0
284.5,J3,0,0,0.0,1.0,27.5,27.5,0
285.0,J1,0,0,0.0,1.0,27.0,27.0,0
285.0,J2,0,0,0.0,1.0,27.0,27.0,0
285.0,J3,0,0,0.0,1.0,27.0,27.0,0
285.5,J1,0,0,0.0,1.0,26.5,26.5,0
285.5,J2,0,0,0.0,1.0,26.5,26.5,0
285.5,J3,0,0,0.0,1.0,26.5,26.5,0
286.0,J1,0,0,0.0,2.0,26.0,26.0,0
286.0,J2,0,0,0.0,1.0,26.0,26.0,0
286.0,J3,0,0,0.0,1.0,26.0,26.0,0
286.5,J1,0,0,0.0,2.0,25.5,25.5,0
286.5,J2,0,0,0.0,1.0,25.5,25.5,0
286.5,J3,0,0,0.0,1.0,25.5,25.5,0
287.0,J1,0,0,0.0,2.0,25.0,25.0,0
287.0,J2,0,0,0.0,1.0,25.0,25.0,0
287.0,J3,0,0,0.0,1.0,25.0,25.0,0
287.5,J1,0,0,1.0,2.0,24.5,24.5,0
287.5,J2,0,0,0.0,1.0,24.5,24.5,0
287.5,J3,0,0,0.0,1.0,24.5,24.5,0
288.0,J1,0,0,0.0,2.0,24.0,24.0,0
288.0,J2,0,0,0.0,1.0,24.0,24.0,0
288.0,J3,0,0,0.0,1.0,24.0,24.0,0
288.5,J1,0,0,0.0,2.0,23.5,23.5,0
288.5,J2,0,0,0.0,2.0,23.5,23.5,0
288.5,J3,0,0,0.0,1.0,23.5,23.5,0
289.0,J1,0,0,0.0,2.0,23.0,23.0,0
289.0,J2,0,0,0.0,1.0,23.0,23.0,0
289.0,J3,0,0,0.0,1.0,23.0,23.0,0
289.5,J1,0,0,0.0,2.0,22.5,22.5,0
289.5,J2,0,0,0.0,1.0,22.5,22.5,0
289.5,J3,0,0,0.0,1.0,22.5,22.5,0
290.0,J1,0,0,1.0,2.0,22.0,22.0,0
290.0,J2,0,0,0.0,1.0,22.0,22.0,0
290.0,J3,0,0,0.0,1.0,22.0,22.0,0
290.5,J1,0,0,0.0,2.0,21.5,21.5,0
290.5,J2,0,0,0.0,1.0,21.5,21.5,0
290.5,J3,0,0,0.0,1.0,21.5,21.5,0
291.0,J1,0,0,0.0,2.0,21.0,21.0,0
291.0,J2,0,0,0.0,2.0,21.0,21.0,0
291.0,J3,0,0,0.0,1.0,21.0,21.0,0
291.5,J1,0,0,0.0,2.0,20.5,20.5,0
291.5,J2,0,0,0.0,2.0,20.5,20.5,0
291.5,J3,0,0,0.0,1.0,20.5,20.5,0
292.0,J1,0,0,0.0,2.0,20.0,20.0,0
292.0,J2,0,0,0.0,2.0,20.0,20.0,0
292.0,J3,0,0,0.0,1.0,20.0,20.0,0
292.5,J1,0,0,0.0,2.0,19.5,19.5,0
292.5,J2,0,0,0.0,2.0,19.5,19.5,0
292.5,J3,0,0,0.0,1.0,19.5,19.5,0
293.0,J1,0,0,1.0,2.0,19.0,19.0,0
293.0,J2,0,0,0.0,2.0,19.0,19.0,0
293.0,J3,0,0,0.0,2.0,19.0,19.0,0
293.5,J1,0,0,0.0,2.0,18.5,18.5,0
293.5,J2,0,0,0.0,2.0,18.5,18.5,0
293.5,J3,0,0,0.0,1.0,18.5,18.5,0
294.0,J1,0,0,0.0,2.0,18.0,18.0,0
294.0,J2,0,0,0.0,2.0,18.0,18.0,0
294.0,J3,0,0,0.0,1.0,18.0,18.0,0
294.5,J1,0,0,0.0,2.0,17.5,17.5,0
294.5,J2,0,0,0.0,2.0,17.5,17.5,0
294.5,J3,0,0,0.0,1.0,17.5,17.5,0
295.0,J1,0,0,0.0,2.0,17.0,17.0,0
295.0,J2,0,0,0.0,2.0,17.0,17.0,0
295.0,J3,0,0,0.0,2.0,17.0,17.0,0
295.5,J1,0,0,1.0,2.0,16.5,16.5,0
295.5,J2,0,0,0.0,2.0,16.5,16.5,0
295.5,J3,0,0,0.0,2.0,16.5,16.5,0
296.0,J1,0,0,0.0,2.0,16.0,16.0,0
296.0,J2,0,0,0.0,2.0,16.0,16.0,0
296.0,J3,0,0,0.0,2.0,16.0,16.0,0
296.5,J1,0,0,0.0,2.0,15.5,15.5,0
296.5,J2,0,0,0.0,2.0,15.5,15.5,0
296.5,J3,0,0,0.0,2.0,15.5,15.5,0
297.0,J1,0,0,0.0,2.0,15.0,15.0,0
297.0,J2,0,0,0.0,2.0,15.0,15.0,0
297.0,J3,0,0,0.0,2.0,15.0,15.0,0
297.5,J1,0,0,0.0,3.0,14.5,14.5,0
297.5,J2,0,0,0.0,2.0,14.5,14.5,0
297.5,J3,0,0,0.0,2.0,14.5,14.5,0
298.0,J1,0,0,1.0,2.0,14.0,14.0,0
298.0,J2,0,0,0.0,2.0,14.0,14.0,0
298.0,J3,0,0,0.0,2.0,14.0,14.0,0
298.5,J1,0,0,0.0,2.0,13.5,13.5,0
298.5,J2,0,0,0.0,2.0,13.5,13.5,0
298.5,J3,0,0,0.0,2.0,13.5,13.5,0
299.0,J1,0,0,0.0,3.0,13.0,13.0,0
299.0,J2,0,0,0.0,2.0,13.0,13.0,0
299.0,J3,0,0,0.0,2.0,13.0,13.0,0
299.5,J1,0,0,0.0,3.0,12.5,12.5,0
299.5,J2,0,0,0.0,2.0,12.5,12.5,0
299.5,J3,0,0,0.0,2.0,12.5,12.5,0
300.0,J1,0,0,0.0,3.0,12.0,12.0,0
300.0,J2,0,0,0.0,2.0,12.0,12.0,0
300.0,J3,0,0,0.0,2.0,12.0,12.0,0
300.5,J1,0,0,1.0,3.0,11.5,11.5,0
300.5,J2,0,0,0.0,2.0,11.5,11.5,0
300.5,J3,0,0,0.0,2.0,11.5,11.5,0
301.0,J1,0,0,0.0,3.0,11.0,11.0,0
301.0,J2,0,0,0.0,2.0,11.0,11.0,0
301.0,J3,0,0,0.0,2.0,11.0,11.0,0
301.5,J1,0,0,0.0,3.0,10.5,10.5,0
301.5,J2,0,0,0.0,2.0,10.5,10.5,0
301.5,J3,0,0,0.0,2.0,10.5,10.5,0
302.0,J1,0,0,0.0,3.0,10.0,10.0,0
302.0,J2,0,0,0.0,3.0,10.0,10.0,0
302.0,J3,0,0,0.0,2.0,10.0,10.0,0
302.5,J1,0,0,0.0,3.0,9.5,9.5,0
302.5,J2,0,0,0.0,2.0,9.5,9.5,0
302.5,J3,0,0,0.0,2.0,9.5,9.5,0
303.0,J1,0,0,1.0,3.0,9.0,9.0,0
303.0,J2,0,0,0.0,3.0,9.0,9.0,0
303.0,J3,0,0,0.0,2.0,9.0,9.0,0
303.5,J1,0,0,0.0,3.0,8.5,8.5,0
303.5,J2,0,0,0.0,3.0,8.5,8.5,0
303.5,J3,0,0,0.0,2.0,8.5,8.5,0
304.0,J1,0,0,0.0,3.0,8.0,8.0,0
304.0,J2,0,0,0.0,3.0,8.0,8.0,0
304.0,J3,0,0,0.0,2.0,8.0,8.0,0
304.5,J1,0,0,0.0,3.0,7.5,7.5,0
304.5,J2,0,0,0.0,3.0,7.5,7.5,0
304.5,J3,0,0,0.0,2.0,7.5,7.5,0
305.0,J1,0,0,0.0,3.0,7.0,7.0,0
305.0,J2,0,0,0.0,3.0,7.0,7.0,0
305.0,J3,0,0,0.0,2.0,7.0,7.0,0
305.5,J1,0,0,1.0,3.0,6.5,6.5,0
305.5,J2,0,0,0.0,3.0,6.5,6.5,0
305.5,J3,0,0,0.0,2.0,6.5,6.5,0
306.0,J1,0,0,0.0,3.0,6.0,6.0,0
306.0,J2,0,0,0.0,3.0,6.0,6.0,0
306.0,J3,0,0,0.0,2.0,6.0,6.0,0
306.5,J1,0,0,0.0,3.0,5.5,5.5,0
306.5,J2,0,0,0.0,3.0,5.5,5.5,0
306.5,J3,0,0,0.0,3.0,5.5,5.5,0
307.0,J1,0,0,0.0,3.0,5.0,5.0,0
307.0,J2,0,0,0.0,3.0,5.0,5.0,0
307.0,J3,0,0,0.0,2.0,5.0,5.0,0
307.5,J1,0,0,0.0,3.0,4.5,4.5,0
307.5,J2,0,0,0.0,3.0,4.5,4.5,0
307.5,J3,0,0,0.0,3.0,4.5,4.5,0
308.0,J1,0,0,1.0,3.0,4.0,4.0,0
308.0,J2,0,0,0.0,3.0,4.0,4.0,0
308.0,J3,0,0,0.0,3.0,4.0,4.0,0
308.5,J1,0,0,0.0,3.0,3.5,3.5,0
308.5,J2,0,0,0.0,3.0,3.5,3.5,0
308.5,J3,0,0,0.0,3.0,3.5,3.5,0
309.0,J1,0,0,0.0,3.0,3.0,3.0,0
309.0,J2,0,0,0.0,3.0,3.0,3.0,0
309.0,J3,0,0,0.0,3.0,3.0,3.0,0
309.5,J1,0,0,0.0,3.0,2.5,2.5,0
309.5,J2,0,0,0.0,3.0,2.5,2.5,0
309.5,J3,0,0,0.0,3.0,2.5,2.5,0
310.0,J1,0,0,0.0,3.0,2.0,2.0,0
310.0,J2,0,0,0.0,3.0,2.0,2.0,0
310.0,J3,0,0,0.0,3.0,2.0,2.0,0
310.5,J1,0,0,1.0,3.0,1.5,1.5,0
310.5,J2,0,0,0.0,3.0,1.5,1.5,0
310.5,J3,0,0,0.0,3.0,1.5,1.5,0
311.0,J1,0,0,0.0,4.0,1.0,1.0,0
311.0,J2,0,0,0.0,3.0,1.0,1.0,0
311.0,J3,0,0,0.0,3.0,1.0,1.0,0
311.5,J1,0,0,0.0,3.0,0.5,0.5,0
311.5,J2,0,0,0.0,3.0,0.5,0.5,0
311.5,J3,0,0,0.0,3.0,0.5,0.5,0
312.0,J1,0,0,0.0,3.0,0.0,0.0,0
312.0,J2,0,0,0.0,3.0,0.0,0.0,0
312.0,J3,0,0,0.0,3.0,0.0,0.0,0
312.5,J1,1,0,0.0,4.0,2.5,2.5,0
312.5,J2,1,0,0.0,3.0,2.5,2.5,0
312.5,J3,1,0,0.0,3.0,2.5,2.5,0
313.0,J1,1,0,1.0,4.0,2.0,2.0,0
313.0,J2,1,0,0.0,3.0,2.0,2.0,0
313.0,J3,1,0,0.0,3.0,2.0,2.0,0
313.5,J1,1,0,0.0,4.0,1.5,1.5,0
313.5,J2,1,0,0.0,3.0,1.5,1.5,0
313.5,J3,1,0,0.0,3.0,1.5,1.5,0
314.0,J1,1,0,0.0,4.0,1.0,1.0,0
314.0,J2,1,0,0.0,3.0,1.0,1.0,0
314.0,J3,1,0,0.0,3.0,1.0,1.0,0
314.5,J1,1,0,0.0,4.0,0.5,0.5,0
314.5,J2,1,0,0.0,3.0,0.5,0.5,0
314.5,J3,1,0,0.0,3.0,0.5,0.5,0
315.0,J1,1,0,0.0,4.0,0.0,0.0,0
315.0,J2,1,0,0.0,3.0,0.0,0.0,0
315.0,J3,1,0,0.0,3.0,0.0,0.0,0
315.5,J1,2,0,1.0,3.0,41.5,41.5,0
315.5,J2,2,0,1.0,4.0,41.5,41.5,0
315.5,J3,2,0,0.0,2.0,41.5,41.5,0
316.0,J1,2,0,0.0,2.0,41.0,41.0,0
316.0,J2,2,0,2.0,2.0,41.0,41.0,0
316.0,J3,2,0,0.0,1.0,41.0,41.0,0
316.5,J1,2,0,0.0,1.0,40.5,40.5,0
316.5,J2,2,0,2.0,1.0,40.5,40.5,0
316.5,J3,2,0,0.0,0.0,40.5,40.5,0
317.0,J1,2,0,1.0,1.0,40.0,40.0,0
317.0,J2,2,0,2.0,0.0,40.0,40.0,0
317.0,J3,2,0,0.0,0.0,40.0,40.0,0
317.5,J1,2,0,1.0,0.0,39.5,39.5,0
317.5,J2,2,0,2.0,0.0,39.5,39.5,0
317.5,J3,2,0,0.0,0.0,39.5,39.5,0
318.0,J1,2,0,1.0,0.0,39.0,39.0,0
318.0,J2,2,0,2.0,0.0,39.0,39.0,0
318.0,J3,2,0,0.0,0.0,39.0,39.0,0
318.5,J1,2,0,2.0,0.0,38.5,38.5,0
318.5,J2,2,0,2.0,0.0,38.5,38.5,0
318.5,J3,2,0,0.0,0.0,38.5,38.5,0
319.0,J1,2,0,1.0,0.0,38.0,38.0,0
319.0,J2,2,0,3.0,0.0,38.0,38.0,0
319.0,J3,2,0,0.0,0.0,38.0,38.0,0
319.5,J1,2,0,1.0,0.0,37.5,37.5,0
319.5,J2,2,0,4.0,0.0,37.5,37.5,0
319.5,J3,2,0,2.0,0.0,37.5,37.5,0
320.0,J1,2,0,1.0,0.0,37.0,37.0,0
320.0,J2,2,0,4.0,0.0,37.0,37.0,0
320.0,J3,2,0,2.0,1.0,37.0,37.0,0
320.5,J1,2,0,1.0,0.0,36.5,36.5,0
320.5,J2,2,0,4.0,0.0,36.5,36.5,0
320.5,J3,2,0,2.0,0.0,36.5,36.5,0
321.0,J1,2,0,2.0,0.0,36.0,36.0,0
321.0,J2,2,0,4.0,0.0,36.0,36.0,0
321.0,J3,2,0,2.0,0.0,36.0,36.0,0
321.5,J1,2,0,1.0,0.0,35.5,35.5,0
321.5,J2,2,0,5.0,0.0,35.5,35.5,0
321.5,J3,2,0,2.0,0.0,35.5,35.5,0
322.0,J1,2,0,1.0,0.0,35.0,35.0,0
322.0,J2,2,0,6.0,0.0,35.0,35.0,0
